date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:10:44	16104/16104	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:40%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211208042620.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211208042620.jpg	(from https://doctortap.az/clinic_list/az)
19:10:44	10460/10460	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:40%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211208043047.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211208043047.jpg	(from https://doctortap.az/clinic_list/az)
19:10:45	13856/13856	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Aug%202022%2007:28:12%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20220827112811.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20220827112811.jpg	(from https://doctortap.az/clinic_list/az)
19:10:45	74393/74393	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Feb%202023%2007:08:44%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230203110843.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230203110843.jpg	(from https://doctortap.az/clinic_list/az)
19:10:45	41991/41991	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2010:41:18%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029024117.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029024117.jpg	(from https://doctortap.az/clinic_list/az)
19:10:45	42415/42415	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2010:41:40%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029024139.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029024139.jpg	(from https://doctortap.az/clinic_list/az)
19:10:45	68159/68159	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2010:40:12%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029024012.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029024012.jpg	(from https://doctortap.az/clinic_list/az)
19:10:45	26239/26239	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jan%202018%2018:35:18%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20170311065010.png	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20170311065010.png	(from https://doctortap.az/clinic_list/az)
19:10:46	22953/22953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:48%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209022520.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209022520.jpg	(from https://doctortap.az/clinic_list/az)
19:10:46	29358/29358	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2007:55:28%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029115527.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029115527.jpg	(from https://doctortap.az/clinic_list/az)
19:10:46	8567/8567	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2006:23:48%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029102348.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029102348.jpg	(from https://doctortap.az/clinic_list/az)
19:10:46	43366/43366	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2006:23:14%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029102314.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029102314.jpg	(from https://doctortap.az/clinic_list/az)
19:10:46	25532/25532	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:38%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211208042206.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211208042206.jpg	(from https://doctortap.az/clinic_list/az)
19:10:47	31861/31861	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2007:57:28%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191029115728.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191029115728.jpg	(from https://doctortap.az/clinic_list/az)
19:10:47	7617/7617	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:52%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209024306.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209024306.jpg	(from https://doctortap.az/clinic_list/az)
19:10:47	25416/25416	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:54%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209024856.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209024856.jpg	(from https://doctortap.az/clinic_list/az)
19:10:47	115329/115329	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:56%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209025439.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209025439.jpg	(from https://doctortap.az/clinic_list/az)
19:10:48	14715/14715	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:58%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209030651.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209030651.jpg	(from https://doctortap.az/clinic_list/az)
19:10:48	5959/5959	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:11:02%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209031426.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209031426.jpg	(from https://doctortap.az/clinic_list/az)
19:10:48	18900/18900	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2014:14:22%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20191028061422.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20191028061422.jpg	(from https://doctortap.az/clinic_list/az)
19:10:48	7070/7070	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202019%2010:15:48%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20190107111548.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20190107111548.jpg	(from https://doctortap.az/clinic_list/az)
19:10:48	35543/35543	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:11:04%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211209034258.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211209034258.jpg	(from https://doctortap.az/clinic_list/az)
19:10:49	87186/87186	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Dec%202021%2015:10:46%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20211208053112.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20211208053112.jpg	(from https://doctortap.az/clinic_list/az)
19:10:49	33572/33572	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2008:10:07%20GMT	https://cdn.doctortap.az/uploads/clinic/clinic_20230302121007.jpg	C:/My%20Web%20Sites/Klinika/cdn.doctortap.az/uploads/clinic/clinic_20230302121007.jpg	(from https://doctortap.az/clinic_list/az)
19:10:49	13913/13913	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Jan%202022%2014:02:16%20GMT	https://doctortap.az/templates/default/img/logo-white.png	C:/My%20Web%20Sites/Klinika/doctortap.az/templates/default/img/logo-white.png	(from https://doctortap.az/clinic_list/az)
19:10:50	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2009%20Jun%202023%2015:10:51%20GMT	http://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/Klinika/connect.facebook.net/en_US/sdk.6c.delayed	(from https://doctortap.az/clinic_list/az)
19:10:50	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%229e310ec430f6b2801f23747bace32b67%22	https://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/Klinika/connect.facebook.net/en_US/sdk.js	(from https://doctortap.az/clinic_list/az)
19:10:52	134/134	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2009%20Jun%202023%2015:10:54%20GMT	http://code.tidio.co/f9dvsshwtjtli35xcondrosbu5rescgh.js	C:/My%20Web%20Sites/Klinika/code.tidio.co/f9dvsshwtjtli35xcondrosbu5rescgh.6f.delayed	(from https://doctortap.az/clinic_list/az)
19:10:52	218949/218949	---M-Z	200	added ('OK')	application/javascript	etag:%226481cbd8-1473f%22	https://mc.yandex.ru/metrika/tag.js	C:/My%20Web%20Sites/Klinika/mc.yandex.ru/metrika/tag.js	(from https://doctortap.az/clinic_list/az)
19:10:53	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/My%20Web%20Sites/Klinika/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://doctortap.az/clinic_list/az)
19:10:53	4955/4955	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2011%20Apr%202023%2004:36:44%20GMT	https://doctortap.az/templates/default/js/jquery-input-mask-phone-number-2023.js	C:/My%20Web%20Sites/Klinika/doctortap.az/templates/default/js/jquery-input-mask-phone-number-2023.js	(from https://doctortap.az/clinic_list/az)
19:10:54	1912/1912	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Sep%202021%2023:20:56%20GMT	https://doctortap.az/templates/default/img/icon-src.png	C:/My%20Web%20Sites/Klinika/doctortap.az/templates/default/img/icon-src.png	(from https://doctortap.az/templates/default/css/master.css?v=1a729addf391c28071aa144e5edd13d1)
19:10:54	15061/15061	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Oct%202021%2016:03:24%20GMT	https://doctortap.az/templates/default/img/icon-online-consultasiya.png	C:/My%20Web%20Sites/Klinika/doctortap.az/templates/default/img/icon-online-consultasiya.png	(from https://doctortap.az/templates/default/css/master.css?v=1a729addf391c28071aa144e5edd13d1)
19:10:54	2609/2609	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Dec%202021%2014:33:14%20GMT	https://doctortap.az/templates/default/img/icon-file.png	C:/My%20Web%20Sites/Klinika/doctortap.az/templates/default/img/icon-file.png	(from https://doctortap.az/templates/default/css/master.css?v=1a729addf391c28071aa144e5edd13d1)
